AccidentID,Latitude,Longitude,AreaName,RoadName,RoadType,NumberOfLanes,RoadWidth,SpeedLimit,Weather,Temperature,Humidity,Visibility,WindSpeed,RoadCondition,LightingCondition,TrafficDensity,AverageTrafficSpeed,HeavyVehiclePercentage,PedestrianDensity,NearbySchool,NearbyHospital,NearbyBusStop,NearbySignal,NearbyRailwayCrossing,Year,Month,DayOfWeek,Weekend,FestivalSeason,TimeOfDay,Hour,CurvePresent,DividerPresent,RoadShoulder,AccidentHistoryLast5Years,ConstructionZone,BlackSpotReported,AccidentRisk,AccidentSeverity,Hotspot
CHN202300212,12.920837,80.124171,Tambaram,GST Road,Highway,6,23.2,100,Sunny,33.3,45.7,3632,5.8,Potholes,Daylight,High,16.6,8.8,54.0,No,Yes,No,Yes,No,2025,3,Saturday,Yes,No,Afternoon,15,Yes,Yes,No,6,No,Yes,High,Fatal,No
CHN202400213,13.047057,80.104389,Poonamallee,Poonamallee High Road,Arterial,4,15.4,40,Foggy,21.0,83.1,365,5.9,Dry,NightWithoutLights,Low,42.9,7.5,8.0,Yes,No,No,No,No,2024,11,Monday,No,No,Late Night,0,No,Yes,Yes,2,No,No,Low,Major,No
CHN202400214,13.052643,80.1008,Poonamallee,Poonamallee High Road,Arterial,4,15.6,40,Cloudy,30.8,70.1,3956,17.5,Dry,Dusk,High,20.4,8.8,42.0,No,No,No,Yes,No,2024,11,Friday,No,No,Evening,16,No,No,Yes,10,Yes,Yes,Medium,Minor,Yes
CHN202500215,12.789346,80.216815,Kelambakkam,OMR Service Road,Flyover,4,9.0,80,Sunny,32.2,53.3,4591,5.3,Dry,Dusk,Low,,2.8,7.0,No,No,No,No,No,2023,10,Sunday,Yes,Yes,Evening,18,No,No,No,2,No,No,Low,Major,No
CHN202500216,12.937666,80.258924,Neelankarai,ECR,Highway,4,21.9,80,Sunny,37.1,45.4,2522,15.8,Dry,NightWithoutLights,High,23.8,23.6,61.0,No,No,No,No,No,2025,7,Sunday,Yes,Yes,Night,20,No,Yes,Yes,5,No,No,Medium,Fatal,No
CHN202300217,13.038133,80.151223,Porur,Mount Poonamallee Road,Arterial,4,17.4,40,Cloudy,27.7,67.3,2414,19.6,Dry,Daylight,Medium,30.9,2.4,71.0,Yes,No,No,Yes,No,2022,11,Monday,No,No,Afternoon,11,Yes,Yes,Yes,8,Yes,Yes,Low,Minor,Yes
CHN202500218,12.933665,80.260353,Neelankarai,ECR,Flyover,2,13.2,60,Sunny,37.7,49.9,3246,9.8,Potholes,NightWithoutLights,Medium,27.1,7.2,44.0,Yes,No,No,No,No,2022,10,Wednesday,No,No,Late Night,1,No,Yes,Yes,2,No,No,Medium,Major,No
CHN202400219,13.120563,80.156594,Ambattur,Ambattur Industrial Estate Road,Residential,2,7.6,30,Sunny,33.1,55.7,2151,8.9,UnderConstruction,Dawn,Medium,35.2,3.5,52.0,No,No,Yes,Yes,No,2024,12,Tuesday,No,No,Early Morning,4,No,Yes,No,2,Yes,No,Low,Minor,No
CHN202500220,12.921404,80.12843,Tambaram,GST Road,Arterial,4,10.0,50,Sunny,33.8,50.2,3177,12.0,Dry,Daylight,Medium,31.6,8.8,48.0,Yes,No,No,Yes,No,2023,3,Monday,No,No,Evening,16,Yes,Yes,Yes,7,No,No,Low,Minor,No
CHN202300221,13.113291,80.15766,Ambattur,Ambattur Industrial Estate Road,Residential,2,5.7,20,Rainy,28.7,88.4,1231,23.9,Wet,Daylight,Low,45.5,2.3,18.0,No,No,Yes,Yes,Yes,2024,10,Wednesday,No,Yes,Afternoon,14,No,Yes,Yes,0,No,No,Low,Minor,No
CHN202500222,13.079152,80.264121,Egmore,Mount Road,Arterial,2,10.3,50,Rainy,24.8,90.7,1158,10.1,Dry,Daylight,Low,49.6,6.9,5.0,No,No,No,No,No,2022,8,Monday,No,No,Afternoon,12,Yes,Yes,Yes,5,No,No,Low,Minor,No
CHN202400223,13.149302,80.241115,Madhavaram,Madhavaram High Road,Arterial,4,15.6,60,Rainy,27.3,89.5,796,25.8,Potholes,Daylight,Medium,36.7,8.0,65.0,Yes,No,No,Yes,No,2025,3,Tuesday,No,No,Morning,6,No,Yes,Yes,8,Yes,Yes,High,Minor,Yes
CHN202300224,12.946558,80.241694,Thoraipakkam,OMR,Highway,6,17.3,100,Foggy,25.1,86.0,310,6.5,Dry,Daylight,Medium,31.3,10.6,63.0,Yes,No,No,No,Yes,2023,8,Friday,No,No,Morning,8,No,No,No,9,No,Yes,Medium,Fatal,Yes
CHN202400225,12.794154,80.223236,Kelambakkam,OMR Service Road,Service Road,2,4.3,30,Sunny,34.7,52.8,2244,13.4,Damaged,NightWithoutLights,High,21.3,16.9,51.0,No,No,No,No,No,2022,3,Wednesday,No,No,Late Night,23,Yes,No,No,4,No,No,Medium,Minor,No
CHN202200226,13.044538,80.232627,T Nagar,Anna Salai,Arterial,4,15.2,50,Foggy,20.1,93.9,57,4.4,Potholes,Dawn,Severe,9.4,2.2,96.0,No,Yes,Yes,No,No,2024,5,Thursday,No,No,Early Morning,4,No,No,No,5,No,No,High,Major,No
CHN202400227,12.954165,80.150866,Chrompet,GST Road,Arterial,4,13.5,40,Sunny,34.0,57.4,3216,10.6,Dry,NightWithLights,Severe,6.3,6.4,97.0,No,No,No,Yes,No,2022,11,Sunday,Yes,Yes,Night,21,No,Yes,No,5,No,No,Medium,Major,No
CHN202400228,12.786527,80.221162,Kelambakkam,OMR Service Road,Flyover,2,8.9,60,Cloudy,29.3,74.4,2686,12.5,Wet,NightWithLights,High,16.5,5.7,58.0,Yes,No,Yes,No,No,2024,8,Wednesday,No,No,Night,21,No,Yes,No,2,Yes,No,Medium,Major,No
CHN202200229,13.053838,80.281588,Marina,Marina Beach Road,Junction,4,17.5,30,Drizzle,24.2,77.0,2299,10.5,Wet,NightWithLights,Severe,8.3,10.7,97.0,Yes,No,Yes,Yes,No,2025,12,Monday,No,No,Night,20,No,No,Yes,9,No,No,High,Minor,No
CHN202500230,13.057036,80.098204,Poonamallee,Poonamallee High Road,Residential,2,5.1,20,Sunny,38.2,53.0,4662,11.0,Dry,Dusk,Low,39.2,8.1,,No,Yes,Yes,No,No,2025,5,Wednesday,No,No,Evening,18,Yes,No,No,4,No,No,Low,Minor,No
CHN202200231,13.004599,80.264735,Adyar,LB Road,Arterial,2,14.8,50,Sunny,31.2,51.4,3991,13.8,Damaged,Daylight,Low,42.4,6.7,37.0,No,Yes,Yes,Yes,No,2022,5,Saturday,Yes,No,Afternoon,13,No,Yes,Yes,2,No,No,Low,Major,No
CHN202200232,13.067205,80.201834,Koyambedu,Poonamallee High Road,Junction,4,14.8,40,Rainy,28.4,79.0,838,26.2,Wet,NightWithLights,High,20.9,7.7,42.0,No,No,No,No,No,2024,6,Saturday,Yes,No,Night,22,No,No,Yes,6,No,No,High,Major,No
CHN202300233,13.083821,80.207339,Anna Nagar,Anna Nagar 2nd Avenue,Arterial,2,15.4,40,Rainy,25.4,84.0,741,12.3,Wet,Daylight,Severe,18.8,3.1,91.0,Yes,No,Yes,No,No,2024,7,Tuesday,No,No,Afternoon,12,No,Yes,No,4,No,No,Medium,Minor,No
CHN202500234,12.905017,80.226558,Sholinganallur,OMR,Highway,6,15.0,80,Drizzle,27.8,87.7,2068,16.5,Potholes,Daylight,Medium,33.0,14.7,55.0,Yes,No,Yes,Yes,No,2024,8,Thursday,No,No,Afternoon,13,No,Yes,Yes,6,Yes,No,Medium,Major,Yes
CHN202500235,13.089747,80.221011,Anna Nagar,Anna Nagar 2nd Avenue,Flyover,4,10.0,60,Rainy,24.3,91.5,1496,25.5,Potholes,Dawn,Severe,20.7,5.1,78.0,No,No,No,No,No,2023,8,Saturday,Yes,No,Early Morning,4,No,Yes,Yes,8,No,No,High,Major,No
CHN202300236,13.072816,80.208544,Koyambedu,Poonamallee High Road,Junction,4,18.5,30,Rainy,26.8,92.1,1388,27.4,Wet,NightWithoutLights,Severe,14.6,11.3,79.0,No,No,No,Yes,No,2022,8,Friday,No,Yes,Night,22,No,No,Yes,9,Yes,Yes,High,Minor,Yes
CHN202400237,13.045597,80.154823,Porur,Mount Poonamallee Road,Residential,1,8.2,30,Sunny,34.7,45.3,3396,16.0,Potholes,Daylight,High,22.3,11.4,56.0,No,No,No,Yes,No,2025,3,Friday,No,No,Evening,17,Yes,No,Yes,1,No,No,Low,Minor,No
CHN202400238,13.046714,80.214591,Vadapalani,Arcot Road,Residential,1,7.2,30,Sunny,29.5,45.1,4508,7.6,Dry,Dawn,High,15.0,9.3,60.0,No,No,No,No,No,2023,11,Sunday,Yes,Yes,Early Morning,5,No,No,No,7,No,No,Low,Minor,No
CHN202400239,12.794933,80.216828,Kelambakkam,OMR Service Road,Service Road,1,5.9,30,Cloudy,33.5,64.6,2786,18.6,Damaged,Daylight,High,18.2,9.2,46.0,No,No,No,No,No,2022,12,Monday,No,No,Morning,7,No,No,No,5,No,No,Medium,Major,No
CHN202400240,13.04568,80.208767,Vadapalani,Arcot Road,Arterial,4,14.2,60,Sunny,29.3,56.4,2609,12.9,Damaged,Dusk,Medium,24.9,6.5,35.0,No,No,Yes,No,No,2022,9,Wednesday,No,No,Evening,16,No,No,No,5,No,No,Low,Major,Yes
CHN202500241,12.97844,80.218991,Velachery,Velachery Main Road,Arterial,2,14.7,60,Foggy,20.2,84.9,105,9.8,Dry,NightWithoutLights,High,13.7,2.2,69.0,Yes,No,No,No,No,2022,12,Thursday,No,No,Night,22,No,No,Yes,11,No,Yes,High,Minor,Yes
CHN202500242,13.042889,80.218649,Vadapalani,Arcot Road,Arterial,4,11.7,50,Cloudy,31.0,58.7,3307,8.9,Dry,Daylight,Severe,9.4,5.6,83.0,No,Yes,No,No,Yes,2022,4,Monday,No,No,Morning,8,Yes,Yes,No,11,Yes,No,Medium,Minor,No
CHN202500243,13.042427,80.231903,T Nagar,Anna Salai,Junction,4,11.5,50,Sunny,35.3,47.1,2438,5.3,Dry,Daylight,Low,41.2,8.3,26.0,No,No,Yes,No,Yes,2022,7,Thursday,No,No,Morning,9,Yes,No,Yes,4,No,No,Low,Minor,No
CHN202400244,13.118346,80.236273,Perambur,Paper Mills Road,Arterial,2,14.2,60,Sunny,36.2,46.9,4739,13.3,Dry,Daylight,Medium,32.5,4.0,41.0,No,No,Yes,No,No,2022,3,Saturday,Yes,No,Morning,8,No,Yes,No,3,No,Yes,Medium,Minor,Yes
CHN202300245,13.110862,80.241616,Perambur,Paper Mills Road,Flyover,4,12.7,80,Sunny,32.6,64.0,3983,15.3,UnderConstruction,NightWithLights,High,23.6,5.0,53.0,No,Yes,No,No,No,2023,8,Wednesday,No,No,Night,19,No,Yes,No,4,Yes,No,Medium,Major,Yes
CHN202200246,13.003568,80.217025,Guindy,GST Road,Highway,4,21.6,60,Rainy,24.5,89.8,1458,29.9,Potholes,Daylight,Severe,12.3,13.0,100.0,Yes,No,No,No,No,2025,7,Tuesday,No,No,Afternoon,15,Yes,No,Yes,3,No,No,Medium,Major,No
CHN202300247,13.087615,80.205947,Anna Nagar,Anna Nagar 2nd Avenue,Residential,1,6.7,20,Sunny,29.6,47.3,4933,8.6,Dry,Daylight,High,21.9,10.6,71.0,No,Yes,No,Yes,No,2023,10,Friday,No,No,Morning,6,Yes,No,No,3,No,No,Low,Minor,Yes
CHN202500248,13.073069,80.265326,Egmore,Mount Road,Arterial,2,14.7,40,Sunny,35.2,58.2,3531,10.0,Dry,Daylight,High,18.8,10.4,59.0,Yes,No,No,Yes,Yes,2024,9,Saturday,Yes,No,Morning,10,No,No,No,4,Yes,No,Low,Minor,No
CHN202500249,13.145768,80.236941,Madhavaram,Madhavaram High Road,Arterial,4,15.8,50,Rainy,24.6,77.4,1088,23.9,Potholes,Daylight,Medium,31.1,4.1,41.0,No,No,No,Yes,No,2025,7,Wednesday,No,No,Afternoon,11,Yes,Yes,No,2,Yes,No,High,Major,No
CHN202400250,13.002523,80.216276,Guindy,GST Road,Flyover,2,10.6,80,Sunny,32.8,57.6,2166,17.6,Dry,Daylight,Severe,7.6,6.5,100.0,No,Yes,No,No,No,2025,1,Friday,No,No,Morning,6,No,No,Yes,3,No,No,Medium,Fatal,No
CHN202300251,12.986882,80.220779,Velachery,Velachery Main Road,Arterial,2,14.4,60,Sunny,32.8,45.7,2762,14.1,Dry,Dusk,High,20.8,7.0,70.0,Yes,No,Yes,No,Yes,2022,7,Monday,No,No,Evening,18,Yes,No,Yes,4,No,No,Medium,Minor,No
CHN202400252,12.969968,80.248677,Perungudi,OMR,Highway,6,17.5,60,Foggy,24.5,93.9,63,9.3,Dry,NightWithLights,High,24.8,23.4,67.0,Yes,No,No,No,No,2024,11,Wednesday,No,No,Night,21,No,No,Yes,4,No,No,Medium,Major,No
CHN202400253,12.950396,80.150947,Chrompet,GST Road,Arterial,4,10.3,40,Drizzle,27.3,70.6,2150,15.1,Wet,Dawn,Medium,33.8,9.7,,No,No,Yes,No,No,2024,1,Tuesday,No,No,Early Morning,5,Yes,No,Yes,1,No,No,Low,Minor,No
CHN202300254,13.071052,80.253866,Egmore,Mount Road,Arterial,4,12.7,50,Cloudy,28.0,74.5,1538,8.1,Dry,Dusk,Severe,4.0,8.4,79.0,Yes,No,No,Yes,No,2022,7,Sunday,Yes,No,Evening,17,Yes,No,No,9,No,Yes,Medium,Minor,Yes
CHN202400255,12.965152,80.234667,Perungudi,OMR,Residential,1,5.1,30,Sunny,33.0,64.6,2543,9.1,Damaged,Dawn,High,21.2,4.7,57.0,No,Yes,Yes,Yes,No,2022,2,Wednesday,No,No,Early Morning,5,Yes,No,Yes,4,No,No,Medium,Minor,No
CHN202500256,13.111466,80.24258,Perambur,Paper Mills Road,Arterial,4,15.0,50,Sunny,33.7,57.7,3284,17.5,Damaged,Dusk,High,15.8,2.1,51.0,No,No,No,No,No,2022,4,Friday,No,No,Evening,17,Yes,Yes,No,7,No,No,Medium,Minor,No
CHN202200257,13.078466,80.260148,Egmore,Mount Road,Arterial,2,17.7,50,Rainy,28.2,91.6,494,19.9,Damaged,NightWithLights,Low,48.2,,17.0,Yes,No,No,No,No,2024,8,Monday,No,No,Night,19,No,Yes,No,3,No,No,Medium,Minor,No
CHN202500258,13.149893,80.226748,Madhavaram,Madhavaram High Road,Arterial,2,11.8,40,Sunny,30.6,51.0,2033,17.4,Dry,NightWithoutLights,High,25.4,9.4,52.0,No,No,Yes,Yes,No,2023,10,Monday,No,Yes,Late Night,0,Yes,Yes,No,5,Yes,No,High,Major,Yes
CHN202300259,13.008977,80.260484,Adyar,LB Road,Highway,6,17.8,80,Sunny,38.5,63.1,4479,16.6,Dry,Dawn,Medium,25.4,19.6,30.0,No,No,No,No,No,2024,10,Sunday,Yes,Yes,Early Morning,4,Yes,Yes,No,3,No,No,Low,Major,No
CHN202300260,13.115615,80.2433,Perambur,Paper Mills Road,Arterial,4,15.2,60,Sunny,33.9,59.0,3705,11.7,Dry,NightWithLights,High,26.1,8.9,72.0,Yes,Yes,No,No,No,2025,1,Thursday,No,Yes,Late Night,0,No,No,No,2,No,No,Medium,Major,No
CHN202300261,13.073905,80.264496,Egmore,Mount Road,Arterial,4,12.4,40,Sunny,32.4,51.3,4356,5.6,Dry,Daylight,Severe,10.9,5.2,69.0,No,No,No,No,No,2022,8,Sunday,Yes,No,Morning,10,No,No,Yes,10,No,Yes,Medium,Major,Yes
CHN202300262,13.015265,80.219175,Guindy,GST Road,Flyover,4,9.2,60,Foggy,25.4,89.0,94,4.4,Damaged,Daylight,High,22.6,7.8,61.0,No,No,No,No,No,2025,11,Wednesday,No,Yes,Afternoon,13,No,No,No,2,No,No,Medium,Minor,No
CHN202200263,13.07931,80.262471,Egmore,Mount Road,Arterial,4,13.3,60,Cloudy,28.6,66.6,2045,8.0,Dry,Daylight,High,23.9,2.1,64.0,Yes,No,No,No,No,2023,5,Tuesday,No,No,Afternoon,11,No,No,Yes,8,No,Yes,Medium,Minor,Yes
CHN202500264,13.086664,80.20606,Anna Nagar,Anna Nagar 2nd Avenue,Residential,2,7.2,20,Rainy,24.5,79.4,1250,18.7,Wet,Dawn,High,15.0,4.6,60.0,No,Yes,No,No,Yes,2025,1,Thursday,No,Yes,Early Morning,5,No,No,No,1,No,No,Medium,Minor,No
CHN202200265,13.05086,80.104137,Poonamallee,Poonamallee High Road,Arterial,2,17.2,60,Drizzle,24.8,79.1,1794,10.9,Wet,Daylight,Medium,30.3,3.3,32.0,No,No,No,No,No,2025,12,Friday,No,No,Evening,16,No,Yes,Yes,5,No,No,Low,Minor,No
CHN202400266,12.933683,80.125849,Tambaram,GST Road,Arterial,4,17.3,50,Sunny,32.8,64.8,3856,12.1,Dry,Daylight,Medium,31.3,9.9,50.0,Yes,No,No,No,No,2025,12,Monday,No,Yes,Morning,9,No,No,No,5,Yes,No,Low,Minor,No
CHN202200267,13.055532,80.282717,Marina,Marina Beach Road,Arterial,4,13.5,40,Foggy,25.8,80.9,328,7.2,Dry,NightWithLights,Medium,35.4,6.4,43.0,No,No,Yes,No,No,2023,1,Tuesday,No,No,Late Night,2,No,Yes,Yes,4,No,No,Medium,Minor,No
CHN202500268,12.933008,80.255268,Neelankarai,ECR,Highway,4,20.5,80,Drizzle,28.5,83.5,832,14.7,Potholes,NightWithoutLights,Medium,34.5,11.9,56.0,No,Yes,Yes,No,No,2023,11,Friday,No,Yes,Early Morning,4,No,No,Yes,6,No,No,High,Major,No
CHN202200269,13.041154,80.231484,T Nagar,Anna Salai,Arterial,2,16.4,60,Sunny,34.2,61.2,2576,13.2,Dry,NightWithoutLights,Medium,28.2,,29.0,No,No,No,No,No,2025,4,Tuesday,No,No,Late Night,23,No,Yes,No,6,No,No,Medium,Major,No
CHN202500270,13.062085,80.187915,Koyambedu,Poonamallee High Road,Junction,2,19.0,40,Rainy,29.2,90.8,818,12.4,Wet,NightWithoutLights,Low,45.2,3.4,18.0,No,No,Yes,No,No,2025,12,Saturday,Yes,No,Night,22,No,No,No,6,No,No,Medium,Major,No
CHN202200271,13.117858,80.100643,Avadi,Chennai Bypass Road,Service Road,1,6.8,40,Rainy,29.9,87.7,685,20.0,Potholes,Dusk,High,20.7,11.7,53.0,No,No,No,No,No,2023,7,Saturday,Yes,No,Evening,16,No,No,No,2,No,No,Medium,Minor,No
CHN202400272,13.046936,80.282856,Marina,Marina Beach Road,Arterial,4,16.0,40,Sunny,34.0,61.6,4442,16.0,Wet,Daylight,Severe,6.0,4.2,76.0,No,Yes,No,No,No,2024,9,Sunday,Yes,No,Evening,17,No,Yes,Yes,11,No,Yes,Medium,Minor,Yes
CHN202300273,13.118918,80.156035,Ambattur,Ambattur Industrial Estate Road,Residential,1,8.9,40,Rainy,27.7,90.5,1375,20.4,Dry,Daylight,Medium,29.9,9.2,31.0,No,No,No,Yes,No,2025,12,Thursday,No,No,Morning,9,No,No,No,1,No,No,Low,Minor,No
CHN202300274,12.794371,80.223075,Kelambakkam,OMR Service Road,Service Road,2,7.6,20,Rainy,25.3,91.5,1062,15.9,Wet,Daylight,Medium,35.4,8.0,52.0,No,No,No,No,No,2023,2,Saturday,Yes,Yes,Evening,17,No,No,Yes,3,No,No,Medium,Minor,No
CHN202500275,13.040164,80.15554,Porur,Mount Poonamallee Road,Arterial,2,12.5,60,Foggy,20.6,84.5,258,2.5,Dry,Dusk,Medium,24.3,5.0,53.0,No,Yes,Yes,No,No,2023,4,Thursday,No,No,Evening,17,No,No,Yes,7,No,No,Medium,Major,No
CHN202200276,13.120839,80.102265,Avadi,Chennai Bypass Road,Arterial,2,15.8,60,Cloudy,28.7,71.1,2036,18.9,Damaged,Daylight,Medium,26.3,11.0,39.0,No,No,No,No,No,2025,10,Thursday,No,Yes,Afternoon,11,No,Yes,Yes,2,No,No,Low,Major,No
CHN202400277,13.031578,80.267995,Mylapore,Luz Church Road,Highway,6,16.3,80,Sunny,36.8,47.1,4571,15.0,Potholes,Daylight,Medium,28.3,10.8,46.0,Yes,No,No,No,No,2025,3,Monday,No,No,Afternoon,15,No,Yes,Yes,3,No,No,Low,Major,No
CHN202400278,13.055588,80.284538,Marina,Marina Beach Road,Arterial,4,15.2,60,Drizzle,26.1,81.1,2164,8.0,Wet,NightWithoutLights,Low,38.6,11.2,24.0,No,No,Yes,No,No,2024,6,Wednesday,No,No,Night,22,No,Yes,No,10,No,Yes,High,Major,Yes
CHN202400279,13.069866,80.197801,Koyambedu,Poonamallee High Road,Highway,6,18.9,100,Sunny,30.9,64.3,4067,12.0,Dry,NightWithoutLights,High,22.6,13.0,45.0,No,No,No,Yes,No,2024,10,Friday,No,Yes,Late Night,1,No,Yes,Yes,4,No,No,High,Fatal,Yes
CHN202400280,13.1149,80.148942,Ambattur,Ambattur Industrial Estate Road,Junction,4,15.4,50,Rainy,24.2,92.6,1462,24.8,Wet,Daylight,Severe,4.0,10.5,80.0,No,No,No,No,No,2025,8,Friday,No,No,Afternoon,13,Yes,No,Yes,7,No,Yes,High,Major,Yes
CHN202200281,13.112864,80.239656,Perambur,Paper Mills Road,Service Road,2,7.6,30,Cloudy,30.9,72.0,3911,11.9,Damaged,Daylight,Medium,23.4,10.1,24.0,Yes,No,No,No,No,2023,7,Saturday,Yes,No,Evening,16,Yes,No,No,3,Yes,No,Low,Minor,No
CHN202500282,13.047773,80.099423,Poonamallee,Poonamallee High Road,Residential,2,6.3,40,Sunny,29.8,55.4,2683,14.8,Wet,Dawn,Severe,7.1,7.9,69.0,No,No,No,Yes,No,2024,8,Friday,No,No,Early Morning,5,No,Yes,No,6,No,No,Medium,Minor,No
CHN202200283,13.069105,80.193758,Koyambedu,Poonamallee High Road,Junction,4,16.5,40,Sunny,32.6,53.9,4006,16.7,Dry,Daylight,High,10.6,9.9,79.0,Yes,No,Yes,No,No,2025,1,Tuesday,No,Yes,Morning,9,No,No,Yes,4,No,No,Low,Minor,No
CHN202500284,12.933475,80.256587,Neelankarai,ECR,Highway,4,21.5,60,Sunny,38.1,62.5,2554,8.4,Dry,Dawn,Low,44.2,19.6,12.0,No,Yes,No,No,No,2024,10,Sunday,Yes,No,Early Morning,4,No,Yes,No,2,No,No,Low,Major,No
CHN202300285,13.067749,80.194951,Koyambedu,Poonamallee High Road,Junction,4,14.1,30,Rainy,27.6,88.0,1032,10.3,Wet,Daylight,High,21.7,3.2,,Yes,No,No,No,No,2022,2,Sunday,Yes,No,Afternoon,11,No,No,Yes,7,No,No,High,Major,No
CHN202400286,12.896968,80.22527,Sholinganallur,OMR,Arterial,2,18.0,40,Rainy,28.4,86.8,826,25.1,Damaged,Daylight,Medium,41.2,6.9,19.0,No,No,No,No,No,2025,1,Friday,No,No,Evening,16,No,Yes,Yes,6,No,No,Low,Minor,No
CHN202400287,12.93163,80.258254,Neelankarai,ECR,Highway,8,16.0,60,Sunny,30.3,47.5,3222,,Dry,Dawn,Medium,29.7,23.6,42.0,No,No,No,Yes,No,2024,9,Monday,No,No,Early Morning,4,No,No,No,10,No,Yes,Medium,Major,Yes
CHN202500288,13.114964,80.159296,Ambattur,Ambattur Industrial Estate Road,Residential,1,5.1,30,Sunny,32.5,51.7,3535,16.2,Dry,Daylight,Severe,15.3,11.6,100.0,No,No,Yes,Yes,No,2022,9,Thursday,No,No,Morning,7,No,No,No,5,No,No,Low,Minor,Yes
CHN202200289,13.112807,80.15454,Ambattur,Ambattur Industrial Estate Road,Residential,1,7.1,40,Sunny,30.1,61.5,3380,16.5,Dry,Daylight,High,19.4,10.1,78.0,Yes,No,Yes,No,Yes,2024,9,Sunday,Yes,No,Afternoon,13,No,No,No,3,No,No,Low,Minor,No
CHN202400290,13.07223,80.262771,Egmore,Mount Road,Arterial,4,15.6,50,Foggy,24.1,95.1,300,3.2,UnderConstruction,NightWithLights,Medium,28.2,5.7,49.0,No,Yes,Yes,Yes,No,2025,2,Wednesday,No,No,Late Night,2,No,No,No,6,Yes,No,High,Minor,Yes
CHN202200291,13.107609,80.240029,Perambur,Paper Mills Road,Arterial,2,15.8,60,Cloudy,30.8,61.7,2096,17.1,Potholes,Dawn,High,18.6,4.6,48.0,No,No,No,No,No,2023,8,Tuesday,No,Yes,Early Morning,4,No,Yes,Yes,2,Yes,No,Medium,Minor,No
CHN202400292,12.794407,80.216283,Kelambakkam,OMR Service Road,Service Road,2,7.0,20,Sunny,29.4,46.6,2161,5.3,Dry,NightWithoutLights,High,16.4,15.4,69.0,No,No,Yes,No,No,2025,11,Thursday,No,No,Late Night,3,Yes,Yes,No,0,No,No,Low,Minor,No
CHN202400293,13.047796,80.278416,Marina,Marina Beach Road,Arterial,4,12.4,50,Sunny,37.6,51.1,2813,18.0,Dry,Dusk,Medium,34.7,7.7,57.0,No,Yes,No,Yes,No,2022,9,Wednesday,No,No,Evening,16,Yes,No,No,2,No,No,Low,Minor,No
CHN202400294,13.005028,80.259695,Adyar,LB Road,Service Road,1,5.7,40,Sunny,36.0,56.8,3041,8.6,Wet,NightWithoutLights,High,22.7,9.1,68.0,No,No,No,No,No,2022,6,Friday,No,No,Late Night,0,Yes,Yes,Yes,8,No,Yes,High,Major,Yes
CHN202400295,13.035566,80.157105,Porur,Mount Poonamallee Road,Arterial,2,16.9,60,Rainy,25.3,77.3,551,18.5,Wet,Daylight,Medium,28.7,9.1,55.0,Yes,No,Yes,Yes,No,2025,9,Friday,No,No,Morning,10,Yes,No,Yes,0,Yes,No,Medium,Major,No
CHN202300296,13.007386,80.197632,Kathipara,GST Road Flyover,Flyover,2,9.7,60,Rainy,26.1,84.9,1108,26.4,Wet,NightWithoutLights,High,20.5,4.3,43.0,Yes,No,No,No,No,2022,2,Wednesday,No,No,Night,20,No,No,No,4,Yes,No,High,Fatal,Yes
CHN202400297,13.051801,80.094502,Poonamallee,Poonamallee High Road,Arterial,2,14.8,50,Rainy,24.9,94.9,1226,18.3,Wet,NightWithoutLights,Medium,37.4,6.4,24.0,No,No,No,Yes,No,2025,8,Saturday,Yes,No,Late Night,0,No,Yes,Yes,8,No,Yes,High,Major,Yes
CHN202400298,13.116651,80.093476,Avadi,Chennai Bypass Road,Arterial,4,16.6,60,Sunny,36.8,49.1,3509,6.5,Dry,Dawn,Low,51.9,5.5,45.0,No,No,Yes,No,No,2023,6,Saturday,Yes,No,Early Morning,5,Yes,Yes,No,1,No,No,Low,Minor,No
CHN202400299,12.905633,80.227967,Sholinganallur,OMR,Arterial,2,16.7,60,Rainy,28.9,82.2,1156,21.6,Wet,NightWithLights,Low,46.4,9.6,29.0,No,Yes,No,No,No,2025,5,Tuesday,No,No,Night,22,No,Yes,Yes,2,No,No,Medium,Major,No
CHN202500300,12.978848,80.217832,Velachery,Velachery Main Road,Arterial,2,14.1,50,Cloudy,28.6,55.5,1503,12.1,Dry,Dusk,High,19.5,8.3,60.0,No,No,Yes,No,No,2025,1,Thursday,No,No,Evening,16,Yes,No,No,7,No,No,Medium,Minor,No
CHN202400301,12.960179,80.248151,Perungudi,OMR,Highway,8,24.0,80,Rainy,27.9,79.7,356,19.1,Potholes,NightWithoutLights,Medium,37.7,,52.0,,Yes,Yes,No,No,2023,8,Monday,No,No,Early Morning,4,No,Yes,No,0,No,No,High,Fatal,No
CHN202400302,13.110752,80.107215,Avadi,Chennai Bypass Road,Junction,4,11.8,30,Sunny,31.5,52.4,4677,8.1,Dry,NightWithLights,Severe,13.7,10.1,73.0,No,No,Yes,No,No,2023,8,Saturday,Yes,No,Night,19,Yes,No,No,10,Yes,No,High,Minor,Yes
CHN202400303,12.974775,80.220611,Velachery,Velachery Main Road,Junction,4,14.0,50,Sunny,37.0,45.2,3459,7.0,Dry,Dusk,Medium,25.4,3.0,26.0,No,No,Yes,Yes,No,2024,2,Wednesday,No,No,Evening,18,No,No,No,14,No,Yes,Low,Minor,Yes
